ID,ID_REPOSITORY,ID_RUN,MATRICOLA_TRENO,ERRORE,SOTTOERRORE,CAB,DATE,ORARIO_MMI,DISTANZA,VELOCITA,NID_MACROAREA,NID_AREA,NID_PI,TIP,DIREZIONE,ASPETTO,DIREZIONE_DI_MARCIA,AIRGAP_INDEX,LUNGH_CONTATTO_ASW,LUNGH_CONTATTO_ABS,LUNGH_CONTATTO_INCR,FREQUENZA,N_SSC_TELEGRAMS,N_SSC_WRONG_TELEGRAMS,PERC_RIEMPIMENTO,TIMESTAMP,LOG_CANMVB_PATH,FKVERSIONE_SSB_SCMT,MODO_OP_SSC,TIPO_ERRORE,PC,TS,fkID_ALARM,ID_ISSUE
7605192,FAL,6006452,F300        0314,,,CAB_B,2022-05-26,10:17:59,3983,26,3,1,311,PROTEZIONE,PI_NORMAL,ROSSO_GIALLO,DIR_NORMAL,1851.0,2345.0,2345.0,2345.0,F1,50.0,0.0,100.0,2022-05-26 10:17:59,,,,,,,ID_PI_ALARM_ML,0
7607087,FAL,6008488,F300        0305,,,CAB_B,2022-05-26,11:58:40,3776,31,3,1,311,PROTEZIONE,PI_NORMAL,GIALLO,DIR_NORMAL,1875.0,2375.0,2375.0,2375.0,F1,41.0,0.0,100.0,2022-05-26 11:58:40,,,,,,,ID_PI_ALARM_ML,0
7607159,FAL,6008490,SB          0009,,,CAB_B,2022-05-26,12:19:01,4290,30,3,1,311,PROTEZIONE,PI_NORMAL,GIALLO,DIR_NORMAL,1664.0,2108.0,2108.0,2108.0,F1,42.0,3.0,93.0,2022-05-26 12:19:01,,,,,,,ID_PI_ALARM_ML,0
7606830,FAL,6008334,F300        0314,,,CAB_B,2022-05-26,12:51:43,3962,29,3,1,311,PROTEZIONE,PI_NORMAL,ROSSO_GIALLO,DIR_NORMAL,1983.0,2512.0,2512.0,2512.0,F1,52.0,0.0,100.0,2022-05-26 12:51:43,,,,,,,ID_PI_ALARM_ML,0
7607170,FAL,6008490,SB          0009,,,CAB_B,2022-05-26,13:18:29,13121,29,3,1,311,PROTEZIONE,PI_NORMAL,ROSSO_GIALLO,DIR_NORMAL,1441.0,1825.0,1825.0,1825.0,F1,42.0,1.0,98.0,2022-05-26 13:18:29,,,,,,,ID_PI_ALARM_ML,0
7607123,FAL,6008488,F300        0305,,,CAB_B,2022-05-26,13:55:01,49520,36,3,1,311,PROTEZIONE,PI_NORMAL,GIALLO,DIR_NORMAL,1455.0,1843.0,1843.0,1843.0,F1,30.0,1.0,97.0,2022-05-26 13:55:01,,,,,,,ID_PI_ALARM_ML,0
7606866,FAL,6008334,F300        0314,,,CAB_B,2022-05-26,14:40:24,46342,12,3,1,311,PROTEZIONE,PI_NORMAL,ROSSO_GIALLO,DIR_NORMAL,2032.0,2574.0,2574.0,2574.0,F1,106.0,0.0,100.0,2022-05-26 14:40:24,,,,,,,ID_PI_ALARM_ML,0
7607207,FAL,6008490,SB          0009,,,CAB_B,2022-05-26,15:20:06,59011,27,3,1,311,PROTEZIONE,PI_NORMAL,GIALLO,DIR_NORMAL,1197.0,1516.0,1516.0,1516.0,F1,39.0,1.0,98.0,2022-05-26 15:20:06,,,,,,,ID_PI_ALARM_ML,0
7606903,FAL,6008334,F300        0314,,,CAB_B,2022-05-26,16:40:14,89631,35,3,1,311,PROTEZIONE,PI_NORMAL,GIALLO,DIR_NORMAL,2051.0,2598.0,2598.0,2598.0,F1,44.0,0.0,100.0,2022-05-26 16:40:14,,,,,,,ID_PI_ALARM_ML,0
7607243,FAL,6008490,SB          0009,,,CAB_B,2022-05-26,18:02:58,104977,30,3,1,311,PROTEZIONE,PI_NORMAL,ROSSO_GIALLO,DIR_NORMAL,1847.0,2339.0,2339.0,2339.0,F1,43.0,3.0,93.0,2022-05-26 18:02:58,,,,,,,ID_PI_ALARM_ML,0
